web_scraper_order,web_scraper_start_url,pagination,kode,barang,harga_beli,data,sub_kategori,kategori,satuan,barang2
"1788654371-440","https://kil.gserp.id/goods-manage","","KPR00086","Fliptop Hitam","0.00","440","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-441","https://kil.gserp.id/goods-manage","","KPR00087","Tutup Jamur Putih","1,200.00","441","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/common/202601/20184930e5cb70d59f335a096c34ea41.png"
"1788654371-442","https://kil.gserp.id/goods-manage","","KPR00088","Tutup Jamur Clear","0.00","442","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-443","https://kil.gserp.id/goods-manage","","KPR00089","Tutup Jamur Hitam","250.00","443","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/common/202601/524538532d5c6110c952ef173fb906a5.PNG"
"1788654371-444","https://kil.gserp.id/goods-manage","","KPR00090","POT DOUBLE PK 15GR PUTIH LIST SILVER","4,200.00","444","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/common/202601/1326a7a0104d81c453b0790f654b75e0.jpeg"
"1788654371-445","https://kil.gserp.id/goods-manage","","KPR00091","POT ACRYLIC 10GR PUTIH TRANSPARANT","2,720.00","445","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/common/202601/35f446144b6f48db8bd4401e1cad9752.PNG"
"1788654371-446","https://kil.gserp.id/goods-manage","","KPR00092","POT BEBY 30GR + INNER + SPATULA","4,400.00","446","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/common/202601/5ecd469da3a11c95d469ff80ac461181.jpeg"
"1788654371-447","https://kil.gserp.id/goods-manage","","KPR00093","POT ANILES 10GR","3,800.00","447","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-448","https://kil.gserp.id/goods-manage","","KPR00094","POT ICE CREAM 100GR PUTIH","3,900.00","448","","Kemasan Primer","pcs","https://kil.gserp.id/uploads/common/202607/1783653454_15d1da75ab7c9b2b668d.png"
"1788654371-449","https://kil.gserp.id/goods-manage","","KPR00095","POT ACRYLIC 10GR ROUND JAR PURPLE","5,500.00","449","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-450","https://kil.gserp.id/goods-manage","","KPR00096","POT ACRYLIC 10GR ROUND JAR PUTIH LIST GOLD","4,200.00","450","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-451","https://kil.gserp.id/goods-manage","","KPR00097","POT ACRYLIC 10GR ROUND JAR PUTIH LIST SILVER","4,000.00","451","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-452","https://kil.gserp.id/goods-manage","","KPR00098","POT ACRYLIC 10GR ROUND JAR SILVER","0.00","452","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-453","https://kil.gserp.id/goods-manage","","KPR00099","POT ACRYLIC 10GR ROUND JAR GOLD","5,400.00","453","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-454","https://kil.gserp.id/goods-manage","","KPR00100","POT ACRYLIC 10GR ROUND JAR MERAH","4,050.00","454","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-455","https://kil.gserp.id/goods-manage","","KPR00101","POT ACRYLIC 10GR ROUND JAR HITAM","5,050.00","455","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/common/202601/b8a9f7a02781a250141a706483889c75.PNG"
"1788654371-456","https://kil.gserp.id/goods-manage","","KPR00102","POT ACRYLIC 11GR ROUND JAR PINK","0.00","456","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-457","https://kil.gserp.id/goods-manage","","KPR00103","POT LULUR 250GR FULL PUTIH","3,000.00","457","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/common/202601/f83ac760b8b5b72eb5fdf40db9517979.PNG"
"1788654371-458","https://kil.gserp.id/goods-manage","","KPR00104","POT ACRYLIC 10GR SQUARE PINK","6,300.00","458","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-459","https://kil.gserp.id/goods-manage","","KPR00105","POT ACRYLIC 10GR SQUARE SILVER","4,175.00","459","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-460","https://kil.gserp.id/goods-manage","","KPR00106","POT ACRYLIC 10GR SQUARE GOLD","4,100.00","460","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/common/202601/4a078ae129c22a94982b6f9ca6eae90e.PNG"
"1788654371-461","https://kil.gserp.id/goods-manage","","KPR00107","POT ACRYLIC 10GR SQUARE PUTIH","0.00","461","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-462","https://kil.gserp.id/goods-manage","","KPR00108","POT SHOWHITE 50GR","7,600.00","462","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-463","https://kil.gserp.id/goods-manage","","KPR00109","POT KACA 30GR DOFF TUTUP KAYU","6,000.00","463","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-464","https://kil.gserp.id/goods-manage","","KPR00110","POT KACA 15GR DOFF TUTUP KAYU","5,200.00","464","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-465","https://kil.gserp.id/goods-manage","","KPR00111","POT KACA HITAM 30GR TUTUP GOLD","4,000.00","465","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-466","https://kil.gserp.id/goods-manage","","KPR00112","POT SUKLAY 20GR","0.00","466","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-467","https://kil.gserp.id/goods-manage","","KPR00113","POT TULIP 10GR PUTIH LIST GOLD","2,500.00","467","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-468","https://kil.gserp.id/goods-manage","","KPR00114","POT TULIP 10GR PUTIH LIST SILVER","2,500.00","468","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/common/202601/f2cf9284111f7085000471000055b92f.jpeg"
"1788654371-469","https://kil.gserp.id/goods-manage","","KPR00115","POT KACA 15GR DOFF TUTUP SILVER","3,150.00","469","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-470","https://kil.gserp.id/goods-manage","","KPR00116","POT KACA 15GR DOFF TUTUP GOLD","0.00","470","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-471","https://kil.gserp.id/goods-manage","","KPR00117","POT KERANG PUTIH LIST GOLD","8,600.00","471","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-472","https://kil.gserp.id/goods-manage","","KPR00118","POT KACA 20GR DOFF TUTUP PUTIH","2,700.00","472","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-473","https://kil.gserp.id/goods-manage","","KPR00119","POT PLASTIK STD 10GR PUTIH LIST SILVER","0.00","473","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-474","https://kil.gserp.id/goods-manage","","KPR00120","POT PLASTIK STD 10GR PUTIH LIST GOLD","0.00","474","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-475","https://kil.gserp.id/goods-manage","","KPR00121","POT KIMURA 12.5GR PUTIH LIST GOLD","2,500.00","475","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-476","https://kil.gserp.id/goods-manage","","KPR00122","KEPALA CONTINUOUS SPRAY NECK 15","2,000.00","476","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-477","https://kil.gserp.id/goods-manage","","KPR00123","TORIBIO PREMIUM 50 ML PRINTING","9,150.00","477","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-478","https://kil.gserp.id/goods-manage","","KPR00124","BOTOL ZAZA PRESS 30ML","4,350.00","478","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/common/202601/390eff2e02a24c7345967c647b40c7de.PNG"
"1788654371-479","https://kil.gserp.id/goods-manage","","KPR00125","TUTUP ZAZA TUTUP HITAM","0.00","479","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/common/202601/f575c084338aa66ee5cf8ba9c8be8ece.png"
"1788654371-480","https://kil.gserp.id/goods-manage","","KPR00126","TUTUP ZAZA TUTUP SILVER","0.00","480","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/common/202601/4a1a859d9cbd0d488439dda395fa2765.PNG"
"1788654371-481","https://kil.gserp.id/goods-manage","","KPR00127","BOTOL CHLOE 30ML","4,900.00","481","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/common/202601/1769741124_cb1e1d947bd2c05356d8.jpg"
"1788654371-482","https://kil.gserp.id/goods-manage","","KPR00128","TUTUP CHLOE HITAM","0.00","482","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/common/202601/6cb1f416aaad44ef8852d9c4d60b0a24.PNG"
"1788654371-483","https://kil.gserp.id/goods-manage","","KPR00129","TUTUP CHLOE PUTIH","0.00","483","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/common/202601/9f727e66348cfa00433241710679f972.jpeg"
"1788654371-484","https://kil.gserp.id/goods-manage","","KPR00130","CHANNEL 30ML CLEAR TUTUP KECIL","6,500.00","484","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-485","https://kil.gserp.id/goods-manage","","KPR00131","CHANNEL 30ML CLEAR TUTUP BESAR","5,200.00","485","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/common/202603/1772773841_b9701ef09c4044ebb82f.jpeg"
"1788654371-486","https://kil.gserp.id/goods-manage","","KPR00132","CHANNEL 30ML HITAM TUTUP KECIL","0.00","486","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-487","https://kil.gserp.id/goods-manage","","KPR00133","CHANNEL 30ML HITAM TUTUP BESAR","6,899.00","487","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/common/202601/2b617b3c9f9193199bbeda09c7a59ccc.PNG"
"1788654371-488","https://kil.gserp.id/goods-manage","","KPR00134","LELABO 50ML AMBER TUTUP HITAM","0.00","488","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-489","https://kil.gserp.id/goods-manage","","KPR00135","KACA 10ML AMBER TUTUP HITAM HALF CAP NO DRAT","0.00","489","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-490","https://kil.gserp.id/goods-manage","","KPR00136","ITNOB SQUARE 50 ML","1.00","490","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-491","https://kil.gserp.id/goods-manage","","KPR00137","VIAL 2 ML TUTUP PUTIH PRESS","1,550.00","491","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/common/202601/4a5539a5ef908bfea3b2a24f301ab2a3.PNG"
"1788654371-492","https://kil.gserp.id/goods-manage","","KPR00138","VIAL 5 ML TUTUP PUTIH PRESS","0.00","492","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-493","https://kil.gserp.id/goods-manage","","KPR00139","VIAL 1 ML TUTUP HITAM OLES","1,500.00","493","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-494","https://kil.gserp.id/goods-manage","","KPR00140","SERUM PET 15ML FROSTED","0.00","494","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-495","https://kil.gserp.id/goods-manage","","KPR00141","SERUM PET 15 ML CLEAR","0.00","495","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-496","https://kil.gserp.id/goods-manage","","KPR00142","SERUM RF 20ML FROSTED","2,000.00","496","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/common/202601/7b9d35723ebe6bf95831d375121ce894.PNG"
"1788654371-497","https://kil.gserp.id/goods-manage","","KPR00143","SERUM RF 20ML CLEAR","4,700.00","497","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-498","https://kil.gserp.id/goods-manage","","KPR00144","SERUM RF 20ML PINK","0.00","498","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-499","https://kil.gserp.id/goods-manage","","KPR00145","SERUM RF 30ML FROSTED","0.00","499","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-500","https://kil.gserp.id/goods-manage","","KPR00146","SERUM RF 30ML CLEAR","0.00","500","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-501","https://kil.gserp.id/goods-manage","","KPR00147","SERUM RF 30ML HITAM","0.00","501","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-502","https://kil.gserp.id/goods-manage","","KPR00148","SERUM RF 30ML AMBER","0.00","502","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-503","https://kil.gserp.id/goods-manage","","KPR00149","ACRYLIC 20ML AIRLESS","0.00","503","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-504","https://kil.gserp.id/goods-manage","","KPR00150","SERUM 15ML AIRLESS GOLD","0.00","504","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-505","https://kil.gserp.id/goods-manage","","KPR00151","SERUM 15ML AIRLESS SILVER","0.00","505","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-506","https://kil.gserp.id/goods-manage","","KPR00152","SERUM 30ML SHOWHITE","8,800.00","506","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-507","https://kil.gserp.id/goods-manage","","KPR00153","MASKARA 4ML DOUBLE HEAD PUTIH","4,500.00","507","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/common/202601/8b12415a139a5b7fb91921fce8f53f3c.jpeg"
"1788654371-508","https://kil.gserp.id/goods-manage","","KPR00154","MASKARA 4ML DOUBLE HEAD HITAM","5,500.00","508","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-509","https://kil.gserp.id/goods-manage","","KPR00155","DROPPER PUTIH NECK 24 SILVER","1,500.00","509","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/common/202601/469b51c928eb82b61c2c453d7ce5b89b.PNG"
"1788654371-510","https://kil.gserp.id/goods-manage","","KPR00156","DROPPER PUTIH NECK 24 GOLD PUCAT","0.00","510","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-511","https://kil.gserp.id/goods-manage","","KPR00157","DROPPER PUTIH NECK 24 PUTIH","400.00","511","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-512","https://kil.gserp.id/goods-manage","","KPR00158","DROPPER PUTIH NECK 18 SILVER","0.00","512","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-513","https://kil.gserp.id/goods-manage","","KPR00159","DROPPER PUTIH NECK 18 GOLD","0.00","513","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-514","https://kil.gserp.id/goods-manage","","KPR00160","DROPPER PUTIH NECK 18 PUTIH","0.00","514","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-515","https://kil.gserp.id/goods-manage","","KPR00161","DROPPER HITAM NECK HITAM","0.00","515","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-516","https://kil.gserp.id/goods-manage","","KPR00162","DROPPER HITAM NECK GOLD","0.00","516","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-517","https://kil.gserp.id/goods-manage","","KPR00163","DROPPER PINK NECK PINK","0.00","517","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-518","https://kil.gserp.id/goods-manage","","KPR00164","TUBE 20ML CLEAR","0.00","518","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-519","https://kil.gserp.id/goods-manage","","KPR00165","TUBE 50ML CLEAR","0.00","519","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-520","https://kil.gserp.id/goods-manage","","KPR00166","TUBE 100ML PUTIH","2,700.00","520","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/common/202601/63c72b9d6ab4d2e312e2078673aeca78.PNG"
"1788654371-521","https://kil.gserp.id/goods-manage","","KPR00167","TUBE 100ML HITAM","3,550.00","521","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-522","https://kil.gserp.id/goods-manage","","KPR00168","TUBE 150ML ELECTROPLATED SILVER","8,650.00","522","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-523","https://kil.gserp.id/goods-manage","","KPR00169","TUBE ITNOB FRANGIPANI","2,100.00","523","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-524","https://kil.gserp.id/goods-manage","","KPR00170","TUBE ITNOB JASMINE","2,350.00","524","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-525","https://kil.gserp.id/goods-manage","","KPR00171","TUBE 50ML ITNOB LEMONGRAS","2,350.00","525","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-526","https://kil.gserp.id/goods-manage","","KPR00172","TUBE 100ML PUELA NIGHT LOTION","3,300.00","526","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-527","https://kil.gserp.id/goods-manage","","KPR00173","TUBE 100ML SENSESOUL","2,650.00","527","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/common/202601/b932bb33756adc61506141a19dab0538.PNG"
"1788654371-528","https://kil.gserp.id/goods-manage","","KPR00174","TUBE 100ML SKYBEAUTE","3,300.00","528","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-529","https://kil.gserp.id/goods-manage","","KPR00175","TUBE 100ML REVANI LOTION","3,300.00","529","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-530","https://kil.gserp.id/goods-manage","","KPR00176","TUBE 50ML BABY NEED FACE LOTION","2,200.00","530","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-531","https://kil.gserp.id/goods-manage","","KPR00177","TUBE 100ML BABY NEED GENTLE LOTION","3,300.00","531","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-532","https://kil.gserp.id/goods-manage","","KPR00178","TUBE 100ML SAVE & YOU","3,300.00","532","-","Kemasan Primer","pcs","https://kil.gserp.id/uploads/default.png"
